,page,jumlah_peserta_skb,jumlah_formasi,jumlah_metode_skb,peserta_total,peserta_hadir,peserta_th,hasil_tl,hasil_tms,hasil_tms-1,hasil_aps,lulus_akhir,sisa_formasi,tms1_terbaik,kode_jabatan,jabatan,kode_lokasi,lokasi_formasi,jenis_formasi,pendidikan
0,144,2,1,0,2,2,0,0,0,2,0,0,1,1,10101023,PENYUSUN RENCANA KEGIATAN DAN ANGGARAN 20,30105030,"5030. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" PERENCANAAN DAN KERJASAMA ",U - UMUM 1,"(5009011) D-IV MANAJEMEN PEMERINTAHAN / (5009078) D-IV POLITIK
PEMERINTAHAN / (5100045) S-1 ADMINISTRASI PUBLIK / (5100048) S-1
KEBIJAKAN PEMERINTAHAN / (5100208) S-1 MANAJEMEN / (5100221) S-1
ILMU MANAJEMEN / (5100499) S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK /
(5100934) S-1 EKONOMI MANAJEMEN / (5100935) S-1 ADMINISTRASI
NEGARA / (5101006) S-1 EKONOMI PEMBANGUNAN / (5101014) S-1 ILMU
ADMINISTRASI NEGARA / (5101036) S-1 ILMU PEMERINTAHAN / (5101326)
S-1 MANAJEMEN EKONOMI PUBLIK / (5111111) S-1 MANAJEMEN
KEUANGAN / (5126017) S-1 ILMU ADMINISTRASI PUBLIK / (5191016) S-1
MANAJEMEN PEMERINTAHAN / (5199316) S-1 POLITIK DAN PEMERINTAHAN
/ (9400060) D-IV ADMINISTRASI PEMERINTAHAN / (9400270) D-IV
ADMINISTRASI PEMBANGUNAN NEGARA / (9400280) D-IV STUDI KEBIJAKAN
PUBLIK"
1,239,1,2,0,1,1,0,0,0,1,0,0,2,1,10102015,PENYUSUN BAHAN INFORMASI DAN PUBLIKASI 27,30104001,4001. UNIVERSITAS MUSAMUS BIRO UMUM PERENCANAAN DAN KEUANGAN ,U - UMUM 2,"(5000011) D-IV DESAIN GRAFIS / (5100108) S-1 DESAIN GRAFIS / (5119031)
S-1 DESAIN KOMUNIKASI VISUAL / (5153000) S-1 ILMU KOMUNIKASI /
(5153001) S-1 JURNALISTIK"
2,250,1,1,0,1,1,0,0,0,1,0,0,1,1,10102015,PENYUSUN BAHAN INFORMASI DAN PUBLIKASI 27,30101460,"1460. BALAI PENGEMBANGAN PENDIDIKAN ANAK USIA DINI DAN PENDIDIKAN MASYARAKAT PAPUA DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 1,"(5000011) D-IV DESAIN GRAFIS / (5100108) S-1 DESAIN GRAFIS / (5119031)
S-1 DESAIN KOMUNIKASI VISUAL / (5153000) S-1 ILMU KOMUNIKASI /
(5153001) S-1 JURNALISTIK"
3,258,3,1,0,3,2,1,0,0,2,0,0,1,1,10102015,PENYUSUN BAHAN INFORMASI DAN PUBLIKASI 27,30103486,3486. UNIVERSITAS LAMBUNG MANGKURAT BIRO PERENCANAAN KERJASAMA DAN HUBUNGAN MASYARAKAT ,U - UMUM 1,"(5000011) D-IV DESAIN GRAFIS / (5100108) S-1 DESAIN GRAFIS / (5119031)
S-1 DESAIN KOMUNIKASI VISUAL / (5153000) S-1 ILMU KOMUNIKASI /
(5153001) S-1 JURNALISTIK"
4,264,3,1,0,3,1,2,0,0,1,0,0,1,1,10102015,PENYUSUN BAHAN INFORMASI DAN PUBLIKASI 27,30101022,1022. BADAN PENELITIAN DAN PENGEMBANGAN DAN PERBUKUAN ,U - UMUM 1,"(5000011) D-IV DESAIN GRAFIS / (5100108) S-1 DESAIN GRAFIS / (5119031)
S-1 DESAIN KOMUNIKASI VISUAL / (5153000) S-1 ILMU KOMUNIKASI /
(5153001) S-1 JURNALISTIK"
5,276,3,1,0,3,3,0,0,0,3,0,0,1,1,10102015,PENYUSUN BAHAN INFORMASI DAN PUBLIKASI 27,30101532,"1532. AKADEMI KOMUNITAS NEGERI PACITAN 1
",U - UMUM 1,"(5000011) D-IV DESAIN GRAFIS / (5100108) S-1 DESAIN GRAFIS / (5119031)
S-1 DESAIN KOMUNIKASI VISUAL / (5153000) S-1 ILMU KOMUNIKASI /
(5153001) S-1 JURNALISTIK"
6,288,1,1,0,1,1,0,0,0,1,0,0,1,1,10102020,PENGELOLA DATA TATA ORGANISASI DAN TATA LAKSANA 5,30102160,2160. POLITEKNIK NEGERI JEMBER BAGIAN UMUM DAN KEUANGAN ,U - UMUM 1,(4401059) D-III MANAJEMEN ADMINISTRASI
7,391,2,1,0,2,2,0,0,0,2,0,0,1,1,10104029,PENGELOLA BANTUAN HUKUM 19,30102418,"2418. POLITEKNIK NEGERI NUNUKAN 1
",U - UMUM 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4413091) D-III
ADMINISTRASI BISNIS / (4470137) D-III ADMINISTRASI PUBLIK"
8,400,3,3,0,3,3,0,0,0,1,0,2,1,1,10104029,PENGELOLA BANTUAN HUKUM 19,30103774,"3774. UNIVERSITAS MATARAM BIRO UMUM DAN KEUANGAN 3
",U - UMUM 3,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4470137) D-III
ADMINISTRASI PUBLIK"
9,517,1,1,0,1,1,0,0,0,1,0,0,1,1,10105005,ANALIS JABATAN 8,30101125,"1125. DIREKTORAT JENDERAL PENDIDIKAN TINGGI 1
",U - UMUM 1,"(5009084) D-IV MANAJEMEN SUMBER DAYA APARATUR / (5100045) S-1
ADMINISTRASI PUBLIK / (5100208) S-1 MANAJEMEN / (5100935) S-1
ADMINISTRASI NEGARA / (5100946) S-1 Manajemen Pendidikan / (5101014)
S-1 ILMU ADMINISTRASI NEGARA / (5101929) S-1 ADMINISTRASI
PENDIDIKAN / (5126017) S-1 ILMU ADMINISTRASI PUBLIK / (5130000) S-1
PSIKOLOGI / (5190004) S-1 MANAJEMEN SUMBER DAYA MANUSIA"
10,551,2,1,0,2,2,0,0,0,2,0,0,1,1,10105035,PENGELOLA FORMASI DAN PENGADAAN PEGAWAI 1,30101243,"1243. SEKRETARIAT JENDERAL 1
",U - UMUM 1,"(4450080) D-III MANAJEMEN SUMBER DAYA MANUSIA / (4470161) D-III
STATISTIK"
11,579,3,1,0,3,3,0,0,0,3,0,0,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30104136,4136. UNIVERSITAS NEGERI GORONTALO FAKULTAS SASTRA DAN BUDAYA ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
12,605,2,3,0,2,2,0,0,0,1,0,1,2,1,10105036,PENGELOLA KEPEGAWAIAN 105,30102240,2240. POLITEKNIK NEGERI KUPANG BAGIAN ADMINISTRASI AKADEMIK DAN KEMAHASISWAAN ,U - UMUM 3,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
13,651,1,1,0,1,1,0,0,0,1,0,0,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30102856,"2856. UNIVERSITAS ANDALAS FAKULTAS KEDOKTERAN 1
",U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
14,653,1,1,0,1,1,0,0,0,1,0,0,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30105159,5159. UNIVERSITAS PENDIDIKAN GANESHA BIRO UMUM DAN KEUANGAN ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
15,655,2,1,0,2,2,0,0,0,2,0,0,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30105941,5941. UNIVERSITAS TEUKU UMAR BIRO UMUM DAN KEUANGAN ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
16,658,5,2,0,5,5,0,0,1,3,0,1,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30103047,3047. UNIVERSITAS BRAWIJAYA BIRO UMUM DAN KEPEGAWAIAN ,U - UMUM 2,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
17,677,5,4,0,5,5,0,0,0,3,0,2,2,2,10105036,PENGELOLA KEPEGAWAIAN 105,30101111,"1111. DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 4,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
18,702,2,2,0,2,2,0,0,0,1,0,1,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30101040,"1040. BADAN PENGEMBANGAN DAN PEMBINAAN BAHASA 2
",U - UMUM 2,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
19,717,1,1,0,1,1,0,0,0,1,0,0,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30106255,6255. LL DIKTI WILAYAH IX SEKRETARIAT LL DIKTI WILAYAH IX BAGIAN TATA USAHA ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
20,749,1,1,0,1,1,0,0,0,1,0,0,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30105233,"5233. UNIVERSITAS RIAU BIRO UMUM DAN KEUANGAN 1
",U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
21,751,1,1,0,1,1,0,0,0,1,0,0,1,1,10105036,PENGELOLA KEPEGAWAIAN 105,30103734,3734. UNIVERSITAS MARITIM RAJA ALI HAJI BIRO UMUM PERENCANAAN DAN KEUANGAN ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
22,812,2,1,0,2,2,0,0,0,2,0,0,1,1,10105070,ANALIS PENGANUGERAHAN 3,30101221,"1221. SEKRETARIAT JENDERAL 1
",U - UMUM 1,"(5100045) S-1 ADMINISTRASI PUBLIK / (5100221) S-1 ILMU MANAJEMEN /
(5100935) S-1 ADMINISTRASI NEGARA / (5100946) S-1 Manajemen
Pendidikan / (5101012) S-1 HUKUM / (5101014) S-1 ILMU ADMINISTRASI
NEGARA / (5101929) S-1 ADMINISTRASI PENDIDIKAN / (5126017) S-1 ILMU
ADMINISTRASI PUBLIK / (5130000) S-1 PSIKOLOGI / (5190004) S-1
MANAJEMEN SUMBER DAYA MANUSIA / (8400819) D-IV MANAJEMEN
SUMBER DAYA MANUSIA"
23,844,3,1,0,3,1,2,0,0,1,0,0,1,1,10106054,PENGADMINISTRASI KEUANGAN 13,30104701,4701. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS TEKNIK ,U - UMUM 1,(4100225) D-III MANAJEMEN PERUSAHAAN / (4400205) D-III AKUNTANSI
24,850,1,1,0,1,1,0,0,0,1,0,0,1,1,10106062,22,30104369,ANGGARAN 4369. UNIVERSITAS NEGERI MANADO BIRO ADMINISTRASI PERENCANAAN KERJASAMA DAN SISTEM INFORMASI ,U - UMUM 1,"(4100558) D-III TEKNIK KOMPUTER / (4400205) D-III AKUNTANSI / (4450060)
D-III KOMPUTER AKUNTANSI"
25,852,1,1,0,1,1,0,0,0,1,0,0,1,1,10106062,22,30102637,ANGGARAN 2637. POLITEKNIK NEGERI SUBANG BAGIAN UMUM DAN AKADEMIK ,U - UMUM 1,"(4100558) D-III TEKNIK KOMPUTER / (4400205) D-III AKUNTANSI / (4450060)
D-III KOMPUTER AKUNTANSI"
26,936,4,2,0,4,4,0,0,0,3,0,1,1,1,10106068,PENGELOLA KEUANGAN 75,30101727,1727. INSTITUT TEKNOLOGI KALIMANTAN BIRO UMUM DAN AKADEMIK ,U - UMUM 2,(4100225) D-III MANAJEMEN PERUSAHAAN / (4400205) D-III AKUNTANSI
27,949,2,3,0,2,2,0,0,0,1,0,1,2,1,10106068,PENGELOLA KEUANGAN 75,30105380,5380. UNIVERSITAS SEMBILANBELAS NOVEMBER KOLAKA BIRO UMUM DAN KEUANGAN ,U - UMUM 3,(4100225) D-III MANAJEMEN PERUSAHAAN / (4400205) D-III AKUNTANSI
28,1005,1,1,0,1,1,0,0,0,1,0,0,1,1,10106068,PENGELOLA KEUANGAN 75,30105040,"5040. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS EKONOMI DAN BISNIS ",U - UMUM 1,(4100225) D-III MANAJEMEN PERUSAHAAN / (4400205) D-III AKUNTANSI
29,1007,1,1,0,1,1,0,0,0,1,0,0,1,1,10106068,PENGELOLA KEUANGAN 75,30102386,2386. POLITEKNIK NEGERI MEDIA KREATIF BAGIAN UMUM DAN KEUANGAN ,U - UMUM 1,(4100225) D-III MANAJEMEN PERUSAHAAN / (4400205) D-III AKUNTANSI
30,1025,6,2,0,6,6,0,0,0,5,0,1,1,1,10106068,PENGELOLA KEUANGAN 75,30102944,2944. UNIVERSITAS BENGKULU BIRO UMUM DAN SUMBER DAYA ,U - UMUM 2,(4100225) D-III MANAJEMEN PERUSAHAAN / (4400205) D-III AKUNTANSI
31,1148,2,1,0,2,2,0,0,0,2,0,0,1,1,10106112,VERIFIKATOR KEUANGAN 27,30101454,"1454. BALAI PENGEMBANGAN PENDIDIKAN ANAK USIA DINI DAN PENDIDIKAN MASYARAKAT LAMPUNG DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 1,"(4100225) D-III MANAJEMEN PERUSAHAAN / (4400073) D-III PENDIDIKAN
ADMINISTRASI PERKANTORAN / (4400205) D-III AKUNTANSI / (4413040) D-III
ADMINISTRASI PERKANTORAN"
32,1175,1,1,0,1,1,0,0,0,1,0,0,1,1,10106112,VERIFIKATOR KEUANGAN 27,30101435,1435. MUSEUM SUMPAH PEMUDA DIREKTORAT JENDERAL KEBUDAYAAN ,U - UMUM 1,"(4100225) D-III MANAJEMEN PERUSAHAAN / (4400073) D-III PENDIDIKAN
ADMINISTRASI PERKANTORAN / (4400205) D-III AKUNTANSI / (4413040) D-III
ADMINISTRASI PERKANTORAN"
33,1177,1,1,0,1,1,0,0,0,1,0,0,1,1,10106112,VERIFIKATOR KEUANGAN 27,30106269,6269. LL DIKTI WILAYAH V SEKRETARIAT LL DIKTI WILAYAH V BAGIAN TATA USAHA ,U - UMUM 1,"(4100225) D-III MANAJEMEN PERUSAHAAN / (4400073) D-III PENDIDIKAN
ADMINISTRASI PERKANTORAN / (4400205) D-III AKUNTANSI / (4413040) D-III
ADMINISTRASI PERKANTORAN"
34,1281,3,1,0,3,3,0,0,0,3,0,0,1,1,10110032,PENGELOLA BARANG MILIK NEGARA 49,30101437,"1437. BALAI PENGEMBANGAN PENDIDIKAN ANAK USIA DINI DAN PENDIDIKAN MASYARAKAT ACEH DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 1,"(4400205) D-III AKUNTANSI / (4401059) D-III MANAJEMEN ADMINISTRASI /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4450070) D-III SISTEM
INFORMASI"
35,1296,1,1,0,1,1,0,0,0,1,0,0,1,1,10110032,PENGELOLA BARANG MILIK NEGARA 49,30106229,6229. LL DIKTI WILAYAH III SEKRETARIAT LL DIKTI WILAYAH III BAGIAN TATA USAHA ,U - UMUM 1,"(4400205) D-III AKUNTANSI / (4401059) D-III MANAJEMEN ADMINISTRASI /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4450070) D-III SISTEM
INFORMASI"
36,1311,2,1,0,2,2,0,0,0,2,0,0,1,1,10110032,PENGELOLA BARANG MILIK NEGARA 49,30104284,4284. UNIVERSITAS NEGERI MAKASSAR FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 1,"(4400205) D-III AKUNTANSI / (4401059) D-III MANAJEMEN ADMINISTRASI /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4450070) D-III SISTEM
INFORMASI"
37,1372,2,2,0,2,2,0,0,0,1,0,1,1,1,10110032,PENGELOLA BARANG MILIK NEGARA 49,30101966,1966. POLITEKNIK NEGERI BALIKPAPAN BAGIAN UMUM DAN KEUANGAN ,U - UMUM 2,"(4400205) D-III AKUNTANSI / (4401059) D-III MANAJEMEN ADMINISTRASI /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4450070) D-III SISTEM
INFORMASI"
38,1375,1,1,0,1,1,0,0,0,1,0,0,1,1,10110032,PENGELOLA BARANG MILIK NEGARA 49,30102078,2078. POLITEKNIK NEGERI FAKFAK BAGIAN UMUM DAN AKADEMIK ,U - UMUM 1,"(4400205) D-III AKUNTANSI / (4401059) D-III MANAJEMEN ADMINISTRASI /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4450070) D-III SISTEM
INFORMASI"
39,1377,1,1,0,1,1,0,0,0,1,0,0,1,1,10110032,PENGELOLA BARANG MILIK NEGARA 49,30101065,1065. DIREKTORAT JENDERAL GURU DAN TENAGA KEPENDIDIKAN ,U - UMUM 1,"(4400205) D-III AKUNTANSI / (4401059) D-III MANAJEMEN ADMINISTRASI /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4450070) D-III SISTEM
INFORMASI"
40,1383,1,1,0,1,1,0,0,0,1,0,0,1,1,10110032,PENGELOLA BARANG MILIK NEGARA 49,30101441,"1441. BALAI PENGEMBANGAN PENDIDIKAN ANAK USIA DINI DAN PENDIDIKAN MASYARAKAT BENGKULU DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 1,"(4400205) D-III AKUNTANSI / (4401059) D-III MANAJEMEN ADMINISTRASI /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4450070) D-III SISTEM
INFORMASI"
41,1415,4,2,0,4,4,0,0,0,3,0,1,1,1,10110106,TEKNISI LABORATORIUM 117,30106159,6159. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS TEKNIK ,U - UMUM 2,"(4100295) D-III MANAJEMEN INFORMATIKA / (4417093) D-III TEKNIK
INFORMATIKA / (4450070) D-III SISTEM INFORMASI"
42,1454,1,1,0,1,1,0,0,0,1,0,0,1,1,10110106,TEKNISI LABORATORIUM 117,30106151,6151. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS PERTANIAN ,U - UMUM 1,"(4100387) D-III KETEKNIKAN PERTANIAN / (4400086) D-III TATA AIR
PERTANIAN / (4415033) D-III TEKNOLOGI HASIL PERTANIAN / (4475236) D-
III MEKANISASI PERTANIAN / (9300117) D-III TEKNOLOGI MEKANISASI
PERTANIAN / (9300120) D-III TEKNOLOGI PRODUKSI DAN PENGEMBANGAN
MASYARAKAT PERTANIAN"
43,1459,3,1,0,3,3,0,0,0,3,0,0,1,1,10110106,TEKNISI LABORATORIUM 117,30106142,6142. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS KEISLAMAN ,U - UMUM 1,"(4100155) D-III KEUANGAN DAN PERBANKAN SYARIAH / (4100273) D-III
PERBANKAN SYARIAH"
44,1464,3,2,0,3,2,1,0,0,2,0,0,2,2,10110106,TEKNISI LABORATORIUM 117,30104286,4286. UNIVERSITAS NEGERI MAKASSAR FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 2,(4412010) D-III FISIKA
45,1537,2,1,0,2,2,0,0,0,2,0,0,1,1,10110106,TEKNISI LABORATORIUM 117,30101528,1528. AKADEMI KOMUNITAS NEGERI ACEH BARAT PROGRAM STUDI TEKNOLOGI PENGELASAN LOGAM ,U - UMUM 1,"(4100974) D-III TEKNOLOGI PENGELASAN LOGAM / (4417015) D-III TEKNIK
MESIN"
46,1540,2,1,0,2,2,0,0,0,2,0,0,1,1,10110106,TEKNISI LABORATORIUM 117,30106162,6162. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS TEKNIK ,U - UMUM 1,(4417012) D-III TEKNIK INDUSTRI
47,1551,1,3,0,1,1,0,0,0,1,0,0,3,1,10110106,TEKNISI LABORATORIUM 117,30106101,"6101. UNIVERSITAS TIMOR FAKULTAS PERTANIAN 3
",U - UMUM 3,"(4100387) D-III KETEKNIKAN PERTANIAN / (4400086) D-III TATA AIR
PERTANIAN / (4415033) D-III TEKNOLOGI HASIL PERTANIAN / (4475236) D-
III MEKANISASI PERTANIAN / (9300117) D-III TEKNOLOGI MEKANISASI
PERTANIAN / (9300120) D-III TEKNOLOGI PRODUKSI DAN PENGEMBANGAN
MASYARAKAT PERTANIAN"
48,1556,2,2,0,2,2,0,0,0,1,0,1,1,1,10110106,TEKNISI LABORATORIUM 117,30102665,2665. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN AKUNTANSI ,U - UMUM 2,(4400205) D-III AKUNTANSI
49,1582,3,3,0,3,3,0,0,0,1,0,2,1,1,10110106,TEKNISI LABORATORIUM 117,30103476,3476. UNIVERSITAS KHAIRUN UPT LABORATORIUM DASAR DAN TERPADU ,U - UMUM 3,"(4100640) D-III LABORATORIUM SAINS / (4412010) D-III FISIKA / (4430012)
D-III ANALIS KIMIA / (4470140) D-III ANALISIS KIMIA / (4470162) D-III
BIOLOGI"
50,1604,1,1,0,1,1,0,0,0,1,0,0,1,1,10110106,TEKNISI LABORATORIUM 117,30104288,4288. UNIVERSITAS NEGERI MAKASSAR FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 1,(4100640) D-III LABORATORIUM SAINS
51,1625,2,3,0,2,2,0,0,0,2,0,0,3,2,10110106,TEKNISI LABORATORIUM 117,30106137,6137. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS ILMU SOSIAL DAN ILMU BUDAYA ,U - UMUM 3,"(4100472) D-III ADMINISTRASI NEGARA / (4470137) D-III ADMINISTRASI
PUBLIK"
52,1634,1,2,0,1,1,0,0,0,1,0,0,2,1,10110106,TEKNISI LABORATORIUM 117,30102734,2734. POLITEKNIK PERTANIAN NEGERI KUPANG JURUSAN PERIKANAN DAN KELAUTAN ,U - UMUM 2,(4415215) D-III TEKNOLOGI BUDIDAYA PERIKANAN
53,1681,1,1,0,1,1,0,0,0,1,0,0,1,1,10110116,TEKNISI SARANA DAN PRASARANA 80,30101380,1380. BALAI PELESTARIAN CAGAR BUDAYA MALUKU UTARA DIREKTORAT JENDERAL KEBUDAYAAN ,U - UMUM 1,"(4100288) D-III TEKNIK SIPIL / (4100963) D-III TEKNIK LISTRIK DAN
INSTALASI / (4417015) D-III TEKNIK MESIN / (4417031) D-III TEKNIK
KONSTRUKSI / (4417054) D-III TEKNIK MESIN LISTRIK / (4470064) D-III
TEKNIK BANGUNAN GEDUNG"
54,1702,3,1,0,3,2,1,0,0,2,0,0,1,1,10110116,TEKNISI SARANA DAN PRASARANA 80,30101477,"1477. LEMBAGA PENJAMINAN MUTU PENDIDIKAN KALIMANTAN BARAT DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 1,"(4100288) D-III TEKNIK SIPIL / (4100963) D-III TEKNIK LISTRIK DAN
INSTALASI / (4417015) D-III TEKNIK MESIN / (4417031) D-III TEKNIK
KONSTRUKSI / (4417054) D-III TEKNIK MESIN LISTRIK / (4470064) D-III
TEKNIK BANGUNAN GEDUNG"
55,1777,1,1,0,1,1,0,0,0,1,0,0,1,1,10110116,TEKNISI SARANA DAN PRASARANA 80,30101493,"1493. LEMBAGA PENJAMINAN MUTU PENDIDIKAN PAPUA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 1,"(4100288) D-III TEKNIK SIPIL / (4100963) D-III TEKNIK LISTRIK DAN
INSTALASI / (4417015) D-III TEKNIK MESIN / (4417031) D-III TEKNIK
KONSTRUKSI / (4417054) D-III TEKNIK MESIN LISTRIK / (4470064) D-III
TEKNIK BANGUNAN GEDUNG"
56,1785,1,1,0,1,1,0,0,0,1,0,0,1,1,10110116,TEKNISI SARANA DAN PRASARANA 80,30101730,1730. INSTITUT TEKNOLOGI KALIMANTAN BIRO UMUM DAN AKADEMIK ,U - UMUM 1,"(4100288) D-III TEKNIK SIPIL / (4100963) D-III TEKNIK LISTRIK DAN
INSTALASI / (4417015) D-III TEKNIK MESIN / (4417031) D-III TEKNIK
KONSTRUKSI / (4417054) D-III TEKNIK MESIN LISTRIK / (4470064) D-III
TEKNIK BANGUNAN GEDUNG"
57,1845,3,1,0,3,3,0,0,0,3,0,0,1,1,10110116,TEKNISI SARANA DAN PRASARANA 80,30106301,6301. LL DIKTI WILAYAH VIII SEKRETARIAT LL DIKTI WILAYAH VIII BAGIAN TATA USAHA ,U - UMUM 1,"(4100288) D-III TEKNIK SIPIL / (4100963) D-III TEKNIK LISTRIK DAN
INSTALASI / (4417015) D-III TEKNIK MESIN / (4417031) D-III TEKNIK
KONSTRUKSI / (4417054) D-III TEKNIK MESIN LISTRIK / (4470064) D-III
TEKNIK BANGUNAN GEDUNG"
